timestamp,user,machine,os,action,details
2025-06-01 12:06:56,farid.shaheen,PC-192.168.1.162,Red Hat Enterprise Linux 8,process_creation,"process_name=Teams.exe arguments=""/c netstat -ano"" description=""Process created"""
2025-06-01 12:07:04,raed.saleh,PC-192.168.1.175,Windows 11,registry_modified,"reg_path=""HKCU\\Software\\Microsoft\\Windows\\CurrentVersion\\Run"" reg_value=""malware"" description=""Registry key modified"""
2025-06-01 12:07:49,yasir.abdullah,PC-192.168.1.88,Amazon Linux 2,policy_change,"policy_name=""PasswordPolicy"" description=""Group policy changed"""
2025-06-01 12:08:22,tariq.mansour,PC-192.168.1.201,Windows 7,process_creation,"process_name=Slack.exe arguments=""/c ping 127.0.0.1"" description=""Process created"""
2025-06-01 12:08:45,thamer.najjar,PC-192.168.1.115,Ubuntu 20.04,email_received,"email_subject=""Invoice update"" sender=""finance@updates-windows-verify.net"" description=""User received email"""
2025-06-01 12:09:36,maysa.abdelrahman,PC-192.168.1.42,iOS 15,brute_force,"target_user=maysa.abdelrahman description=""Brute force login attempts detected"""
2025-06-01 12:09:53,ahmed.nafih,PC-192.168.1.132,Windows Server 2022,clipboard_cleared,"description=""Clipboard cleared"""
2025-06-01 12:10:00,nisreen.jamal,PC-192.168.1.27,Ubuntu 20.04,screen_lock,"description=""User locked the screen"""
2025-06-01 12:10:44,ibrahim.hamed,PC-192.168.1.161,Android 12,close_application,"application=onedrive.exe description=""User closed onedrive.exe"""
2025-06-01 12:11:08,samar.ridha,PC-192.168.1.201,Debian 11,screen_unlock,"description=""User unlocked the screen"""
2025-06-01 12:11:21,farid.shaheen,PC-192.168.1.243,CentOS 7,brute_force,"target_user=farid.shaheen description=""Brute force login attempts detected"""
2025-06-01 12:11:38,tarik.makki,PC-192.168.1.98,Windows Server 2016,registry_modified,"reg_path=""HKCU\\Software\\Microsoft\\Windows\\CurrentVersion\\Run"" reg_value=""malware"" description=""Registry key modified"""
2025-06-01 12:12:28,tariq.mansour,PC-192.168.1.248,macOS Big Sur,remote_desktop,"dest_ip=192.168.1.39 dest_port=3389 protocol=RDP description=""RDP connection attempt"""
2025-06-01 12:12:32,lina.abdulaziz,PC-192.168.1.181,Ubuntu 20.04,screen_unlock,"description=""User unlocked the screen"""
2025-06-01 12:13:25,yasir.abdullah,PC-192.168.1.248,FreeBSD 13,wifi_connected,"ssid=""UM6P_Guest"" description=""WiFi connected"""
2025-06-01 12:13:41,adil.najjar,PC-192.168.1.238,macOS Catalina,clipboard_cleared,"description=""Clipboard cleared"""
2025-06-01 12:14:09,ahmed.bakr,PC-192.168.1.116,Windows Server 2022,software_installed,"software_name=""7-Zip"" description=""Software installed"""
2025-06-01 12:15:06,samira.karim,PC-192.168.1.125,Windows 7,software_uninstalled,"software_name=""Adobe Reader"" description=""Software uninstalled"""
2025-06-01 12:15:54,reem.ali,PC-192.168.1.155,Windows 11,scheduled_task_created,"task_name=""UpdateCheck"" description=""Scheduled task created"""
2025-06-01 12:16:24,rina.sharif,PC-192.168.1.204,Windows 7,network_disconnect,"dest_ip=192.168.1.53 description=""Network disconnected"""
2025-06-01 12:17:11,nawal.ibrahim,PC-192.168.1.26,iOS 15,file_modified,"file_path=""C:\\Users\\nawal.ibrahim\\Documents\\notes.log"" description=""File modified"""
2025-06-01 12:17:54,hamza.karim,PC-192.168.1.52,Windows Server 2022,file_decrypted,"file_path=""C:\\Users\\hamza.karim\\Documents\\secret.html"" description=""File decrypted"""
2025-06-01 12:18:41,lina.hadi,PC-192.168.1.229,Ubuntu 22.04,wifi_disconnected,"ssid=""UM6P_Guest"" description=""WiFi disconnected"""
2025-06-01 12:19:33,zahra.mahdi,PC-192.168.1.87,FreeBSD 13,login_failed,"target_user=administrator description=""Failed login attempt"""
2025-06-01 12:19:37,khalil.abdullah,PC-192.168.1.221,iOS 15,file_deleted,"file_path=""C:\\Users\\khalil.abdullah\\Documents\\oldfile.cmd"" description=""File deleted"""
2025-06-01 12:20:12,bilal.jaber,PC-192.168.1.42,Windows Server 2016,usb_drive_mounted,"drive_letter=""E:"" description=""USB drive mounted"""
2025-06-01 12:20:36,dania.kassem,PC-192.168.1.124,Ubuntu 20.04,email_sent,"email_subject=""Monthly report"" recipient=""boss@um6p-authenticator.net"" description=""User sent email"""
2025-06-01 12:20:50,samar.ridha,PC-192.168.1.116,Windows 11,clipboard_access,"description=""Clipboard accessed"""
2025-06-01 12:21:22,najat.omar,PC-192.168.1.238,CentOS 7,network_scan,"dest_ip_range=""192.168.1.0/24"" description=""Network scan detected"""
2025-06-01 12:21:23,maysa.abdelrahman,PC-192.168.1.238,Fedora 36,brute_force,"target_user=maysa.abdelrahman description=""Brute force login attempts detected"""
2025-06-01 12:22:11,yasir.khalaf,PC-192.168.1.231,Windows Server 2022,password_changed,"description=""User changed password"""
2025-06-01 12:22:36,mustafa.alraqi,PC-192.168.1.62,CentOS 8,wifi_connected,"ssid=""UM6P_Guest"" description=""WiFi connected"""
2025-06-01 12:23:36,mariyam.farid,PC-192.168.1.231,iOS 14,clipboard_cleared,"description=""Clipboard cleared"""
2025-06-01 12:24:07,abdulrahman.karim,PC-192.168.1.166,Fedora 36,network_connection,"dest_ip=192.168.1.108 dest_port=13755 protocol=Syslog description=""Outbound connection attempt"""
2025-06-01 12:24:11,shimaa.hassan,PC-192.168.1.136,Ubuntu 22.04,login_success,"description=""User shimaa.hassan logged in successfully"""
2025-06-01 12:24:33,noura.salem,PC-192.168.1.127,iOS 14,service_stopped,"service_name=""WinDefend"" description=""Service stopped"""
2025-06-01 12:25:30,shatha.abdallah,PC-192.168.1.111,iOS 14,screen_unlock,"description=""User unlocked the screen"""
2025-06-01 12:25:42,omar.hakim,PC-192.168.1.203,Chrome OS,file_access,"file_path=""C:\\Users\\omar.hakim\\Documents\\important.pl"" description=""File accessed"""
2025-06-01 12:25:43,yasin.abdelrahman,PC-192.168.1.206,Windows Server 2019,credential_dump,"file_path=""C:\\Windows\\System32\\config\\SAM"" description=""Credential dump attempt"""
2025-06-01 12:26:42,raed.saleh,PC-192.168.1.109,Windows Server 2019,file_access,"file_path=""C:\\Users\\raed.saleh\\Documents\\important.xml"" description=""File accessed"""
2025-06-01 12:26:58,yasir.abdullah,PC-192.168.1.236,Windows 7,screen_unlock,"description=""User unlocked the screen"""
2025-06-01 12:27:15,lina.abdulaziz,PC-192.168.1.165,Chrome OS,usb_removed,"device_id=""USB\VID_1234&PID_5678"" description=""USB device removed"""
2025-06-01 12:28:03,reem.taleb,PC-192.168.1.38,Android 11,file_decrypted,"file_path=""C:\\Users\\reem.taleb\\Documents\\secret.js"" description=""File decrypted"""
2025-06-01 12:28:52,nadia.abdel,PC-192.168.1.154,Android 12,screen_unlock,"description=""User unlocked the screen"""
2025-06-01 12:29:08,jamila.kamal,PC-192.168.1.112,Windows 11,remote_desktop,"dest_ip=192.168.1.20 dest_port=3389 protocol=RDP description=""RDP connection attempt"""
2025-06-01 12:29:51,zainab.karim,PC-192.168.1.89,Debian 11,password_changed,"description=""User changed password"""
2025-06-01 12:30:35,shimaa.hassan,PC-192.168.1.110,macOS Monterey,file_deleted,"file_path=""C:\\Users\\shimaa.hassan\\Documents\\oldfile.iso"" description=""File deleted"""
2025-06-01 12:30:43,khalifa.mahmoud,PC-192.168.1.71,macOS Big Sur,usb_drive_mounted,"drive_letter=""E:"" description=""USB drive mounted"""
2025-06-01 12:31:07,siham.faraj,PC-192.168.1.100,Amazon Linux 2,logout,"description=""User siham.faraj logged out"""
2025-06-01 12:31:50,zohair.salim,PC-192.168.1.14,Debian 10,open_application,"application=chrome.exe description=""User launched chrome.exe"""
2025-06-01 12:32:25,amina.talal,PC-192.168.1.227,Ubuntu 20.04,dns_tunnel_detected,"dest_domain=update-account-info.org description=""Possible DNS tunneling detected"""
2025-06-01 12:33:05,hamza.zaki,PC-192.168.1.36,Debian 10,file_access,"file_path=""C:\\Users\\hamza.zaki\\Documents\\important.csv"" description=""File accessed"""
2025-06-01 12:33:55,salwa.hamdi,PC-192.168.1.145,Windows 11,brute_force,"target_user=salwa.hamdi description=""Brute force login attempts detected"""
2025-06-01 12:34:53,salma.hamdan,PC-192.168.1.151,Android 12,network_scan,"dest_ip_range=""192.168.1.0/24"" description=""Network scan detected"""
2025-06-01 12:35:03,nidaa.farouk,PC-192.168.1.111,Windows Server 2019,dns_tunnel_detected,"dest_domain=login-authentication.com description=""Possible DNS tunneling detected"""
2025-06-01 12:35:33,rashid.nour,PC-192.168.1.19,Red Hat Enterprise Linux 8,privilege_escalation,"process_name=virtualbox.exe description=""Privilege escalation attempt detected"""
2025-06-01 12:35:51,hada.mohamed,PC-192.168.1.214,Ubuntu 20.04,scheduled_task_deleted,"task_name=""OldBackup"" description=""Scheduled task deleted"""
2025-06-01 12:36:18,nashit.alhadi,PC-192.168.1.20,Debian 11,software_installed,"software_name=""7-Zip"" description=""Software installed"""
2025-06-01 12:36:30,bilal.jaber,PC-192.168.1.91,Windows Server 2022,usb_drive_unmounted,"drive_letter=""E:"" description=""USB drive unmounted"""
2025-06-01 12:37:11,rima.bashir,PC-192.168.1.170,macOS Catalina,file_created,"file_path=""C:\\Users\\rima.bashir\\AppData\\Temp\\malware.csv"" description=""File created"""
2025-06-01 12:37:39,basim.zahran,PC-192.168.1.142,Fedora 36,wifi_connected,"ssid=""UM6P_Guest"" description=""WiFi connected"""
2025-06-01 12:38:27,mustafa.alraqi,PC-192.168.1.189,iOS 15,clipboard_cleared,"description=""Clipboard cleared"""
2025-06-01 12:39:13,kalil.hakim,PC-192.168.1.174,iOS 15,process_terminated,"process_name=virtualbox.exe description=""Process terminated"""
2025-06-01 12:39:35,layla.abdullah,PC-192.168.1.114,Ubuntu 20.04,usb_removed,"device_id=""USB\VID_1234&PID_5678"" description=""USB device removed"""
2025-06-01 12:40:29,zayd.abdelrahim,PC-192.168.1.17,Red Hat Enterprise Linux 8,file_created,"file_path=""C:\\Users\\zayd.abdelrahim\\AppData\\Temp\\malware.bin"" description=""File created"""
2025-06-01 12:40:53,shatha.abdallah,PC-192.168.1.222,Chrome OS,service_started,"service_name=""WinDefend"" description=""Service started"""
2025-06-01 12:40:54,hazem.younis,PC-192.168.1.97,Windows 10,login_failed,"target_user=administrator description=""Failed login attempt"""
2025-06-01 12:41:09,adil.azzam,PC-192.168.1.131,Windows 10,close_application,"application=zoom.exe description=""User closed zoom.exe"""
2025-06-01 12:41:26,basil.salama,PC-192.168.1.78,iOS 14,usb_drive_mounted,"drive_letter=""E:"" description=""USB drive mounted"""
2025-06-01 12:41:45,mariyam.farid,PC-192.168.1.116,CentOS 7,scheduled_task_created,"task_name=""UpdateCheck"" description=""Scheduled task created"""
2025-06-01 12:42:42,salma.hamdan,PC-192.168.1.56,FreeBSD 12,scheduled_task_created,"task_name=""UpdateCheck"" description=""Scheduled task created"""
2025-06-01 12:43:17,hibah.yusuf,PC-192.168.1.128,Windows Server 2019,vpn_connection,"dest_ip=192.168.1.219 description=""VPN connection established"""
2025-06-01 12:43:23,bilal.abdelaziz,PC-192.168.1.192,Red Hat Enterprise Linux 8,usb_drive_unmounted,"drive_letter=""E:"" description=""USB drive unmounted"""
2025-06-01 12:44:19,noura.salem,PC-192.168.1.112,Android 12,brute_force,"target_user=noura.salem description=""Brute force login attempts detected"""
2025-06-01 12:44:39,khalil.abdullah,PC-192.168.1.180,macOS Monterey,service_started,"service_name=""WinDefend"" description=""Service started"""
2025-06-01 12:45:31,zubair.abdulqadir,PC-192.168.1.232,macOS Big Sur,alert_av,"alert_level=low description=""Antivirus alert triggered"""
2025-06-01 12:45:40,siham.faraj,PC-192.168.1.179,FreeBSD 12,password_changed,"description=""User changed password"""
2025-06-01 12:45:55,yasmin.abdulrahman,PC-192.168.1.65,Windows 7,process_terminated,"process_name=microsoftedge.exe description=""Process terminated"""
2025-06-01 12:46:06,joud.nasser,PC-192.168.1.195,Windows 10,close_application,"application=chrome.exe description=""User closed chrome.exe"""
2025-06-01 12:46:38,tarik.makki,PC-192.168.1.168,Chrome OS,file_access,"file_path=""C:\\Users\\tarik.makki\\Documents\\important.bin"" description=""File accessed"""
2025-06-01 12:47:33,fatma.ismail,PC-192.168.1.207,macOS Catalina,file_created,"file_path=""C:\\Users\\fatma.ismail\\AppData\\Temp\\malware.7z"" description=""File created"""
2025-06-01 12:48:15,asmaa.rahman,PC-192.168.1.43,macOS Monterey,clipboard_cleared,"description=""Clipboard cleared"""
2025-06-01 12:49:09,yasmeen.salim,PC-192.168.1.235,Fedora 36,wifi_disconnected,"ssid=""UM6P_Guest"" description=""WiFi disconnected"""
2025-06-01 12:49:52,mahmoud.najjar,PC-192.168.1.194,Ubuntu 22.04,password_changed,"description=""User changed password"""
2025-06-01 12:50:37,dalia.karim,PC-192.168.1.11,CentOS 8,email_received,"email_subject=""Invoice update"" sender=""finance@phishing-site.com"" description=""User received email"""
2025-06-01 12:51:29,zohair.salim,PC-192.168.1.189,CentOS 8,service_stopped,"service_name=""WinDefend"" description=""Service stopped"""
2025-06-01 12:52:04,raed.saleh,PC-192.168.1.144,FreeBSD 13,file_decrypted,"file_path=""C:\\Users\\raed.saleh\\Documents\\secret.pl"" description=""File decrypted"""
2025-06-01 12:52:59,reem.ali,PC-192.168.1.122,CentOS 7,file_modified,"file_path=""C:\\Users\\reem.ali\\Documents\\notes.sys"" description=""File modified"""
2025-06-01 12:53:14,nisreen.jamal,PC-192.168.1.71,Windows 11,close_application,"application=notepad.exe description=""User closed notepad.exe"""
2025-06-01 12:54:00,zohair.salim,PC-192.168.1.27,macOS Big Sur,process_creation,"process_name=telegram.exe arguments=""/c powershell Get-EventLog -LogName Security -EntryType FailureAudit -Newest 20"" description=""Process created"""
2025-06-01 12:54:11,samir.alhassan,PC-192.168.1.100,Amazon Linux 2,screen_lock,"description=""User locked the screen"""
2025-06-01 12:54:32,dalia.karim,PC-192.168.1.27,Chrome OS,process_creation,"process_name=explorer.exe arguments=""/c ipconfig /all"" description=""Process created"""
2025-06-01 12:54:55,khaled.nasser,PC-192.168.1.171,Fedora 36,wifi_connected,"ssid=""UM6P_Guest"" description=""WiFi connected"""
2025-06-01 12:55:48,fatma.ismail,PC-192.168.1.80,CentOS 8,network_connection,"dest_ip=192.168.1.220 dest_port=16851 protocol=MQTT description=""Outbound connection attempt"""
2025-06-01 12:56:05,amin.ghanim,PC-192.168.1.27,Chrome OS,screen_lock,"description=""User locked the screen"""
2025-06-01 12:56:10,reem.ali,PC-192.168.1.201,Windows Server 2022,usb_inserted,"device_id=""USB\VID_1234&PID_5678"" description=""USB device inserted"""
2025-06-01 12:56:42,firas.mohamed,PC-192.168.1.184,macOS Big Sur,process_terminated,"process_name=zoom.exe description=""Process terminated"""
2025-06-01 12:56:49,manal.rashid,PC-192.168.1.71,Red Hat Enterprise Linux 8,wifi_connected,"ssid=""UM6P_Guest"" description=""WiFi connected"""
2025-06-01 12:57:26,fadi.kassem,PC-192.168.1.161,iOS 14,screen_unlock,"description=""User unlocked the screen"""
2025-06-01 12:57:54,habib.mahfouz,PC-192.168.1.138,macOS Monterey,config_change,"config_item=""FirewallRule"" description=""Firewall configuration changed"""
2025-06-01 12:58:41,dina.farouk,PC-192.168.1.69,macOS Monterey,usb_inserted,"device_id=""USB\VID_1234&PID_5678"" description=""USB device inserted"""
2025-06-01 12:58:45,shimaa.hassan,PC-192.168.1.164,Windows Server 2022,registry_modified,"reg_path=""HKCU\\Software\\Microsoft\\Windows\\CurrentVersion\\Run"" reg_value=""malware"" description=""Registry key modified"""
2025-06-01 12:59:05,salim.hadi,PC-192.168.1.195,FreeBSD 12,software_uninstalled,"software_name=""Adobe Reader"" description=""Software uninstalled"""
2025-06-01 12:59:27,hada.mohamed,PC-192.168.1.15,Windows Server 2019,screen_lock,"description=""User locked the screen"""
2025-06-01 12:59:54,saif.alqahtani,PC-192.168.1.32,Chrome OS,service_started,"service_name=""WinDefend"" description=""Service started"""
2025-06-01 13:00:26,khaled.nasser,PC-192.168.1.213,iOS 15,vpn_connection,"dest_ip=192.168.1.251 description=""VPN connection established"""
2025-06-01 13:01:16,ali.mostafa,PC-192.168.1.156,FreeBSD 12,service_stopped,"service_name=""WinDefend"" description=""Service stopped"""
2025-06-01 13:02:02,younes.abdullah,PC-192.168.1.224,Debian 11,file_encrypted,"file_path=""C:\\Users\\younes.abdullah\\Documents\\secret.msi"" description=""File encrypted (possible ransomware)"""
2025-06-01 13:02:05,muna.bakr,PC-192.168.1.233,Amazon Linux 2,screen_lock,"description=""User locked the screen"""
2025-06-01 13:02:12,abdulrahman.karim,PC-192.168.1.85,Debian 11,file_decrypted,"file_path=""C:\\Users\\abdulrahman.karim\\Documents\\secret.json"" description=""File decrypted"""
2025-06-01 13:02:27,samir.alhassan,PC-192.168.1.181,Amazon Linux 2,email_sent,"email_subject=""Monthly report"" recipient=""boss@ssh-drop-access.org"" description=""User sent email"""
2025-06-01 13:03:13,nawal.ibrahim,PC-192.168.1.13,Windows 10,process_creation,"process_name=Chrome.exe arguments=""/c arp -a"" description=""Process created"""
2025-06-01 13:03:34,mariyam.farid,PC-192.168.1.103,Red Hat Enterprise Linux 8,config_change,"config_item=""FirewallRule"" description=""Firewall configuration changed"""
2025-06-01 13:04:13,ghassan.sharif,PC-192.168.1.70,Amazon Linux 2,registry_modified,"reg_path=""HKCU\\Software\\Microsoft\\Windows\\CurrentVersion\\Run"" reg_value=""malware"" description=""Registry key modified"""
2025-06-01 13:04:19,tariq.mansour,PC-192.168.1.164,Red Hat Enterprise Linux 8,clipboard_cleared,"description=""Clipboard cleared"""
2025-06-01 13:04:57,khaled.nasser,PC-192.168.1.210,Ubuntu 22.04,software_uninstalled,"software_name=""Adobe Reader"" description=""Software uninstalled"""
2025-06-01 13:04:58,mohanna.hadi,PC-192.168.1.117,Chrome OS,network_disconnect,"dest_ip=192.168.1.241 description=""Network disconnected"""
2025-06-01 13:05:41,samah.fahmi,PC-192.168.1.106,Android 12,screen_unlock,"description=""User unlocked the screen"""
2025-06-01 13:06:03,rina.sharif,PC-192.168.1.108,Windows 10,login_failed,"target_user=administrator description=""Failed login attempt"""
2025-06-01 13:06:31,hazem.younis,PC-192.168.1.205,Android 12,clipboard_access,"description=""Clipboard accessed"""
2025-06-01 13:06:44,shatha.abdallah,PC-192.168.1.94,FreeBSD 13,usb_drive_unmounted,"drive_letter=""E:"" description=""USB drive unmounted"""
2025-06-01 13:07:00,zohair.salim,PC-192.168.1.82,Debian 11,password_changed,"description=""User changed password"""
2025-06-01 13:07:20,adil.najjar,PC-192.168.1.216,Android 11,email_clicked,"email_subject=""Invoice update"" url=""http://security-alerts.org/login"" description=""User clicked suspicious link"""
2025-06-01 13:07:37,salim.hadi,PC-192.168.1.156,CentOS 7,network_disconnect,"dest_ip=192.168.1.116 description=""Network disconnected"""
2025-06-01 13:08:12,raed.khaled,PC-192.168.1.59,Debian 11,open_application,"application=winword.exe description=""User launched winword.exe"""
2025-06-01 13:08:24,amina.talal,PC-192.168.1.80,Windows 10,close_application,"application=Word.exe description=""User closed Word.exe"""
2025-06-01 13:09:04,fahd.saadi,PC-192.168.1.152,Windows 10,usb_drive_unmounted,"drive_letter=""E:"" description=""USB drive unmounted"""
2025-06-01 13:09:10,alaa.salem,PC-192.168.1.66,macOS Monterey,scheduled_task_created,"task_name=""UpdateCheck"" description=""Scheduled task created"""
2025-06-01 13:09:31,salma.hamdan,PC-192.168.1.239,Debian 11,privilege_escalation,"process_name=Word.exe description=""Privilege escalation attempt detected"""
2025-06-01 13:09:53,alaa.salem,PC-192.168.1.43,Windows Server 2019,login_success,"description=""User alaa.salem logged in successfully"""
2025-06-01 13:10:45,reem.ali,PC-192.168.1.149,Red Hat Enterprise Linux 8,email_clicked,"email_subject=""Invoice update"" url=""http://account-security-update.com/login"" description=""User clicked suspicious link"""
2025-06-01 13:10:56,sabir.jarrah,PC-192.168.1.14,CentOS 8,network_disconnect,"dest_ip=192.168.1.195 description=""Network disconnected"""
2025-06-01 13:11:45,manar.halabi,PC-192.168.1.141,iOS 14,screen_unlock,"description=""User unlocked the screen"""
2025-06-01 13:11:56,bilal.jaber,PC-192.168.1.241,macOS Big Sur,email_clicked,"email_subject=""Invoice update"" url=""http://security-check.info/login"" description=""User clicked suspicious link"""
2025-06-01 13:12:47,raed.khaled,PC-192.168.1.102,Windows Server 2016,vpn_connection,"dest_ip=192.168.1.47 description=""VPN connection established"""
2025-06-01 13:13:35,karim.faraj,PC-192.168.1.151,macOS Monterey,wifi_disconnected,"ssid=""UM6P_Guest"" description=""WiFi disconnected"""
2025-06-01 13:13:48,mona.abdul,PC-192.168.1.247,Android 12,process_terminated,"process_name=cmd.exe description=""Process terminated"""
2025-06-01 13:13:50,dania.kassem,PC-192.168.1.132,CentOS 7,service_started,"service_name=""WinDefend"" description=""Service started"""
2025-06-01 13:14:11,mohamed.hassan,PC-192.168.1.178,Windows 7,clipboard_cleared,"description=""Clipboard cleared"""
2025-06-01 13:14:52,hala.karim,PC-192.168.1.245,FreeBSD 12,network_disconnect,"dest_ip=192.168.1.179 description=""Network disconnected"""
2025-06-01 13:15:49,samira.karim,PC-192.168.1.127,Android 12,service_stopped,"service_name=""WinDefend"" description=""Service stopped"""
2025-06-01 13:16:29,ahmed.bakr,PC-192.168.1.102,Windows Server 2022,file_access,"file_path=""C:\\Users\\ahmed.bakr\\Documents\\important.py"" description=""File accessed"""
2025-06-01 13:16:47,dalia.karim,PC-192.168.1.69,Chrome OS,email_sent,"email_subject=""Monthly report"" recipient=""boss@um6p-login-verification.com"" description=""User sent email"""
2025-06-01 13:17:28,samah.abdelfattah,PC-192.168.1.162,Windows Server 2022,service_stopped,"service_name=""WinDefend"" description=""Service stopped"""
2025-06-01 13:17:54,lina.hadi,PC-192.168.1.200,Chrome OS,wifi_connected,"ssid=""UM6P_Guest"" description=""WiFi connected"""
