event_time,log_source_type,event_id,threat_identifier,user_account,user_privilege_level,host_name,workstation_name,machine_name,operating_system,source_ip_address,source_port_number,destination_ip_address,destination_port_number,client_ip_address,destination_domain,network_domain,network_protocol,security_action,event_severity,event_status,status_reason,event_category,detection_rule,security_verdict,alert_type,resource_url,http_method,user_agent_string,resource_name,affected_object,target_resource,file_accessed_path,file_path,process_name,parent_process_name,access_mask,event_description,event_details,log_message,raw_event_data,log_facility,status_code,event_location,bytes_sent_total,bytes_received_total,application_name,hour,minute,time_bucket,anomaly_cluster,dbscan_status,events_in_5min,correlated_threat
2025-05-26 12:21:05,3,-1,0,157,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,mfa_challenge,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,mfa challenge triggered for user zain.ghazal,,no_message,,,,,0,0,61,12,21,2025-05-26 12:20:00,0,normal,['mfa challenge triggered for user zain.ghazal'],normal
2025-05-26 12:21:05,4,-1,0,99,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,password_reset,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,téléchargement d’une pièce jointe confidentielle,,no_message,,,,,0,0,61,12,21,2025-05-26 12:20:00,0,normal,['téléchargement d’une pièce jointe confidentielle'],normal
2025-05-26 12:21:14,0,5140,0,130,,,um6p-it03,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.14.15.16,,,,,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,successful logon - interactive,,no_message,,,,,0,0,61,12,21,2025-05-26 12:20:00,0,normal,['successful logon - interactive'],normal
2025-05-26 12:21:24,2,-1,0,143,,,,,,192.168.1.25,59546.0,185.107.56.253,31337.0,0.0.0.0,,,tcp,allow,,,,malware,allow-backorifice,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,5598,2111,1,12,21,2025-05-26 12:20:00,0,normal,[],normal
2025-05-26 12:21:28,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,5,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,"Line protocol on Interface Vlan1, changed state to down",,lineproto,updown,um6p,0,0,61,12,21,2025-05-26 12:20:00,0,normal,[],normal
2025-05-26 12:21:44,5,-1,0,103,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.6,,internal-portal.um6p.ma,,,,,,,,,,http://internal-portal.um6p.ma/announcements,post,unknown_agent,,,,none,,,,,redirection vers site de phishing,,no_message,,,,,0,0,61,12,21,2025-05-26 12:20:00,0,normal,['redirection vers site de phishing'],phishing
2025-05-26 12:21:48,1,-1,0,103,,pc-fatima,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,smb,,medium,success,created,,,,unauthorized access attempt,unknown_url,,unknown_agent,,,,C:\Windows\System32\drivers\ndis.sys,,cmd.exe,cmd.exe,,,,no_message,,,,,0,0,61,12,21,2025-05-26 12:20:00,0,normal,['redirection vers site de phishing'],phishing
2025-05-26 12:22:00,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,5,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,"Line protocol on Interface GigabitEthernet0/3, changed state to up",,lineproto,updown,um6p,0,0,61,12,22,2025-05-26 12:20:00,0,normal,[],normal
2025-05-26 12:22:06,3,-1,0,121,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,user_created,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,new user salim.hadi account created,,no_message,,,,,0,0,61,12,22,2025-05-26 12:20:00,0,normal,['new user salim.hadi account created'],normal
2025-05-26 12:22:22,4,-1,0,94,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,auto_reply_set,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,réception d’un email avec instructions de déploiement,,no_message,,,,,0,0,61,12,22,2025-05-26 12:20:00,0,normal,['réception d’un email avec instructions de déploiement'],normal
2025-05-26 12:22:23,0,4735,0,98,,,um6p-labtest05,,,0.0.0.0,-1.0,0.0.0.0,-1.0,192.168.150.150,,,,,,,,,,,,unknown_url,,unknown_agent,,"cn=service_accounts,dc=um6p,dc=local",,none,,,,0x44,certificate issued,,no_message,,,,,0,0,61,12,22,2025-05-26 12:20:00,0,normal,['certificate issued'],normal
2025-05-26 12:22:32,5,-1,0,6,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.150,,um6p.edu.ma,,,,,,,,,,http://um6p.edu.ma/docs/rules,post,unknown_agent,,,,none,,,,,tentative de spoofing réseau,,no_message,,,,,0,0,61,12,22,2025-05-26 12:20:00,0,normal,['tentative de spoofing réseau'],normal
2025-05-26 12:22:55,2,-1,0,143,,,,,,192.168.1.32,2855.0,142.250.64.78,54321.0,0.0.0.0,,,tcp,allow,,,,malware,allow-miscexploit,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,8679,521,34,12,22,2025-05-26 12:20:00,0,normal,[],normal
2025-05-26 12:23:03,4,-1,0,75,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,attachment_download,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,accès à plusieurs terminaux simultanés suspecté: fichier 'dossier_mediation_clients.pdf',,no_message,,,,,0,0,61,12,23,2025-05-26 12:20:00,0,normal,"[""accès à plusieurs terminaux simultanés suspecté: fichier 'dossier_mediation_clients.pdf'""]",normal
2025-05-26 12:23:11,3,-1,0,7,,,,,,192.168.172.216,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,login_success,,,,,,,,unknown_url,password,unknown_agent,,,,none,,,,,user alaa.salem successfully authenticated,,no_message,,,,,0,0,61,12,23,2025-05-26 12:20:00,0,normal,['user alaa.salem successfully authenticated'],normal
2025-05-26 12:23:19,5,-1,0,46,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.70,,malicious-domain.ru,,,,,,,,,,http://malicious-domain.ru/steal.php,get,unknown_agent,,,,none,,,,,connexion à une base de données non sécurisée,,no_message,,,,,0,0,61,12,23,2025-05-26 12:20:00,0,normal,['connexion à une base de données non sécurisée'],normal
2025-05-26 12:23:30,4,-1,0,62,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,account_reactivated,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,multiples connexions simultanées détectées,,no_message,,,,,0,0,61,12,23,2025-05-26 12:20:00,0,normal,"['multiples connexions simultanées détectées', 'envoi d’un rapport pdf à une adresse externe']",normal
2025-05-26 12:23:43,3,-1,0,152,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,user_created,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,new user yasmin.abdulrahman account created,,no_message,,,,,0,0,61,12,23,2025-05-26 12:20:00,0,normal,['new user yasmin.abdulrahman account created'],normal
2025-05-26 12:23:44,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,5,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,"Line protocol on Interface FastEthernet0/1, changed state to down",,lineproto,updown,um6p,0,0,61,12,23,2025-05-26 12:20:00,0,normal,[],normal
2025-05-26 12:23:51,2,-1,0,143,,,,,,192.168.1.12,23148.0,18.184.0.0,989.0,0.0.0.0,,,tcp,allow,,,,file-transfer,allow-ftps-data,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,5652,6369,12,12,23,2025-05-26 12:20:00,0,normal,[],normal
2025-05-26 12:24:16,3,-1,0,14,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,user_created,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,new user basil.salama account created,,no_message,,,,,0,0,61,12,24,2025-05-26 12:20:00,0,normal,['new user basil.salama account created'],normal
2025-05-26 12:24:27,5,-1,0,123,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.68,,hackerbox.tor,,,,,,,,,,http://hackerbox.tor,get,unknown_agent,,,,none,,,,,domaine inconnu détecté,,no_message,,,,,0,0,61,12,24,2025-05-26 12:20:00,0,normal,['domaine inconnu détecté'],normal
2025-05-26 12:24:31,4,-1,0,97,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,email_untagged,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,accès à plusieurs terminaux simultanés suspecté,,no_message,,,,,0,0,61,12,24,2025-05-26 12:20:00,0,normal,['accès à plusieurs terminaux simultanés suspecté'],normal
2025-05-26 12:24:34,2,-1,0,143,,,,,,192.168.1.76,41066.0,185.234.219.241,8080.0,0.0.0.0,,,tcp,allow,,,,web,allow-http-alt,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,3946,6805,16,12,24,2025-05-26 12:20:00,0,normal,[],normal
2025-05-26 12:24:36,4,-1,0,62,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,security_alert_acknowledged,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,envoi d’un rapport pdf à une adresse externe,,no_message,,,,,0,0,61,12,24,2025-05-26 12:20:00,0,normal,"['multiples connexions simultanées détectées', 'envoi d’un rapport pdf à une adresse externe']",normal
2025-05-26 12:24:36,2,-1,0,143,,,,,,192.168.1.93,4617.0,198.244.112.0,12345.0,0.0.0.0,,,tcp,allow,,,,malware,allow-netbus,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,6749,3379,39,12,24,2025-05-26 12:20:00,0,normal,[],normal
2025-05-26 12:24:55,4,-1,0,106,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,read_email,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,envoi d’un email avec des informations financières: sujet 'conseils pour sécuriser vos accès',,no_message,,,,,0,0,61,12,24,2025-05-26 12:20:00,0,normal,"[""envoi d’un email avec des informations financières: sujet 'conseils pour sécuriser vos accès'""]",normal
2025-05-26 12:24:59,4,-1,0,147,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,password_attempt_blocked,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,signalement d’un email phishing par utilisateur,,no_message,,,,,0,0,61,12,24,2025-05-26 12:20:00,0,normal,['signalement d’un email phishing par utilisateur'],phishing
2025-05-26 12:25:06,4,-1,0,79,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,email_marked_unread,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,partage d’un rapport financier avec l’équipe,,no_message,,,,,0,0,61,12,25,2025-05-26 12:25:00,0,normal,['partage d’un rapport financier avec l’équipe'],normal
2025-05-26 12:25:11,4,-1,0,122,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,password_reset,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,changement d’adresse email associé au compte,,no_message,,,,,0,0,61,12,25,2025-05-26 12:25:00,0,normal,['changement d’adresse email associé au compte'],normal
2025-05-26 12:25:12,2,-1,0,143,,,,,,192.168.1.36,39208.0,104.16.132.229,5900.0,0.0.0.0,,,tcp,allow,,,,remote-access,allow-vnc,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,8802,489,62,12,25,2025-05-26 12:25:00,0,normal,[],normal
2025-05-26 12:25:12,1,-1,0,149,,pc-samira,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,smb,,high,allowed,userrequest,,,,malware detected,unknown_url,,unknown_agent,,,,C:\Users\yasir\AppData\Local\Microsoft\Windows\INetCache\IE\malicious.html,,explorer.exe,cmd.exe,,,,no_message,,,,,0,0,61,12,25,2025-05-26 12:25:00,0,normal,[],normal
2025-05-26 12:25:12,4,-1,0,117,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,reported_phishing,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,nouvelle connexion détectée depuis un appareil inconnu: sujet 'communication officielle um6p',,no_message,,,,,0,0,61,12,25,2025-05-26 12:25:00,0,normal,"[""nouvelle connexion détectée depuis un appareil inconnu: sujet 'communication officielle um6p'"", 'accès refusé suite à politique de sécurité renforcée: ip 10.10.12.142']",normal
2025-05-26 12:25:16,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,5,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,Route to 192.168.10.0/24 via 192.168.10.113 added,,routing,update,um6p,0,0,61,12,25,2025-05-26 12:25:00,0,normal,[],normal
2025-05-26 12:25:17,0,4663,0,18,,,um6p-labtest04,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.0.1,,,,,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,user removed from security group,,no_message,,,,,0,0,61,12,25,2025-05-26 12:25:00,0,normal,['user removed from security group'],normal
2025-05-26 12:25:18,5,-1,0,42,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.43,,,,,,,,,,,,http://10.0.1.45/api/info,post,unknown_agent,,,,none,,,,,échec de vérification d'identité,,no_message,,,,,0,0,61,12,25,2025-05-26 12:25:00,0,normal,"[""échec de vérification d'identité""]",normal
2025-05-26 12:25:25,2,-1,0,143,,,,,,192.168.1.22,27705.0,151.101.1.69,1433.0,0.0.0.0,,,tcp,allow,,,,database,allow-ms-sql,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,2486,7925,36,12,25,2025-05-26 12:25:00,0,normal,[],normal
2025-05-26 12:25:38,2,-1,0,143,,,,,,192.168.1.19,64389.0,13.224.0.0,995.0,0.0.0.0,,,tcp,allow,,,,email,allow-pop3s,,,unknown_url,,"""Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1""",,,,none,,,,,,,no_message,,,,,8757,494,44,12,25,2025-05-26 12:25:00,0,normal,[],normal
2025-05-26 12:25:59,3,-1,0,41,,,,,,192.168.83.67,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,login_success,,,,,,,,unknown_url,magic_link,unknown_agent,,,,none,,,,,user hamza.karim successfully authenticated,,no_message,,,,,0,0,61,12,25,2025-05-26 12:25:00,0,normal,['user hamza.karim successfully authenticated'],normal
2025-05-26 12:26:07,5,-1,0,17,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.91,,malicious-domain.ru,,,,,,,,,,http://malicious-domain.ru/steal.php,get,unknown_agent,,,,none,,,,,connexion suspecte détectée,,no_message,,,,,0,0,61,12,26,2025-05-26 12:25:00,0,normal,['connexion suspecte détectée'],normal
2025-05-26 12:26:50,0,4724,0,86,,,um6p-admin05,,,0.0.0.0,-1.0,0.0.0.0,-1.0,172.16.16.16,,,,,,,,,,,,unknown_url,,unknown_agent,,"cn=security_logs,dc=um6p,dc=local",,none,,,,0xd9,user logged off,,no_message,,,,,0,0,61,12,26,2025-05-26 12:25:00,0,normal,['user logged off'],normal
2025-05-26 12:26:56,3,-1,0,72,,,,,,192.168.14.61,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,login_success,,,,,,,,unknown_url,smartcard,unknown_agent,,,,none,,,,,user manal.rashid successfully authenticated,,no_message,,,,,0,0,61,12,26,2025-05-26 12:25:00,0,normal,['user manal.rashid successfully authenticated'],normal
2025-05-26 12:26:59,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,3,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,"Interface FastEthernet0/0, changed state to down",,link,updown,um6p,0,0,61,12,26,2025-05-26 12:25:00,0,normal,[],normal
2025-05-26 12:27:00,2,-1,0,143,,,,,,192.168.1.74,9792.0,198.51.100.200,8086.0,0.0.0.0,,,tcp,allow,,,,cloud,allow-influxdb,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,2453,4267,23,12,27,2025-05-26 12:25:00,0,normal,[],normal
2025-05-26 12:27:01,5,-1,0,43,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.14,,helpdesk.um6p.ma,,,,,,,,,,http://helpdesk.um6p.ma/reset-password,post,unknown_agent,,,,none,,,,,réplication d’attaque précédemment identifiée,,no_message,,,,,0,0,61,12,27,2025-05-26 12:25:00,0,normal,['réplication d’attaque précédemment identifiée'],normal
2025-05-26 12:27:32,2,-1,0,143,,,,,,192.168.1.20,25137.0,102.132.97.0,21.0,0.0.0.0,,,tcp,allow,,,,file-transfer,allow-ftp-control,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,4199,4949,9,12,27,2025-05-26 12:25:00,0,normal,[],normal
2025-05-26 12:27:44,4,-1,0,22,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,mark_spam,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,blocage d’un lien malveillant intégré dans un email,,no_message,,,,,0,0,61,12,27,2025-05-26 12:25:00,0,normal,['blocage d’un lien malveillant intégré dans un email'],normal
2025-05-26 12:27:50,2,-1,0,143,,,,,,192.168.1.24,54119.0,185.234.219.241,3306.0,0.0.0.0,,,tcp,allow,,,,database,allow-mysql,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,822,2628,37,12,27,2025-05-26 12:25:00,0,normal,[],normal
2025-05-26 12:27:58,4,-1,0,82,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,alert_triggered,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,signalement d’un email phishing par utilisateur,,no_message,,,,,0,0,61,12,27,2025-05-26 12:25:00,0,normal,"['signalement d’un email phishing par utilisateur', 'domaine non blacklisté - accès autorisé']",phishing
2025-05-26 12:28:02,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,5,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,Neighbor 192.168.10.102 on FastEthernet0/1 changed state to FULL,,ospf,adjchg,um6p,0,0,61,12,28,2025-05-26 12:25:00,0,normal,[],normal
2025-05-26 12:28:15,3,-1,0,118,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,mfa_fail,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,mfa verification failed for user rina.sharif,,no_message,,,,,0,0,61,12,28,2025-05-26 12:25:00,0,normal,['mfa verification failed for user rina.sharif'],normal
2025-05-26 12:28:16,4,-1,0,92,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,email_received_external,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,téléchargement d’une pièce jointe confidentielle,,no_message,,,,,0,0,61,12,28,2025-05-26 12:25:00,0,normal,"['téléchargement d’une pièce jointe confidentielle', 'permissions changed for user najat.omar']",normal
2025-05-26 12:28:32,4,-1,0,159,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,account_reactivated,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,connexion au webmail via ip validée par ad,,no_message,,,,,0,0,61,12,28,2025-05-26 12:25:00,0,normal,['connexion au webmail via ip validée par ad'],normal
2025-05-26 12:28:36,5,-1,0,82,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.71,,profile.um6p.ma,,,,,,,,,,https://profile.um6p.ma/edit,get,unknown_agent,,,,none,,,,,domaine non blacklisté - accès autorisé,,no_message,,,,,0,0,61,12,28,2025-05-26 12:25:00,0,normal,"['signalement d’un email phishing par utilisateur', 'domaine non blacklisté - accès autorisé']",phishing
2025-05-26 12:28:39,4,-1,0,117,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,login_failed,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,accès refusé suite à politique de sécurité renforcée: ip 10.10.12.142,,no_message,,,,,0,0,61,12,28,2025-05-26 12:25:00,0,normal,"[""nouvelle connexion détectée depuis un appareil inconnu: sujet 'communication officielle um6p'"", 'accès refusé suite à politique de sécurité renforcée: ip 10.10.12.142']",normal
2025-05-26 12:28:46,4,-1,0,64,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,email_rule_deleted,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,suppression d’un email suite à demande de sécurité,,no_message,,,,,0,0,61,12,28,2025-05-26 12:25:00,0,normal,['suppression d’un email suite à demande de sécurité'],normal
2025-05-26 12:28:55,3,-1,0,92,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,permission_change,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,permissions changed for user najat.omar,,no_message,,,,,0,0,61,12,28,2025-05-26 12:25:00,0,normal,"['téléchargement d’une pièce jointe confidentielle', 'permissions changed for user najat.omar']",normal
2025-05-26 12:29:07,4,-1,0,110,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,api_access_revoked,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,téléchargement d’un fichier csv utilisateur,,no_message,,,,,0,0,61,12,29,2025-05-26 12:25:00,0,normal,['téléchargement d’un fichier csv utilisateur'],normal
2025-05-26 12:29:21,2,-1,0,143,,,,,,192.168.1.23,36907.0,149.154.167.50,1194.0,0.0.0.0,,,udp,allow,,,,vpn,allow-openvpn,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,5156,3789,41,12,29,2025-05-26 12:25:00,0,normal,[],normal
2025-05-26 12:29:21,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,5,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,Route to 10.0.0.0/24 via 192.168.10.119 added,,routing,update,um6p,0,0,61,12,29,2025-05-26 12:25:00,0,normal,[],normal
2025-05-26 12:29:24,1,-1,0,21,,pc-zayd,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,https,,medium,blocked,maliciousbehavior,,,,suspicious powershell activity,unknown_url,,unknown_agent,,,,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Startup\script.js,,cmd.exe,cmd.exe,,,,no_message,,,,,0,0,61,12,29,2025-05-26 12:25:00,0,normal,[],normal
2025-05-26 12:29:32,5,-1,0,104,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.28,,compromised-site.ru,,,,,,,,,,http://compromised-site.ru,get,unknown_agent,,,,none,,,,,signature de malware détectée,,no_message,,,,,0,0,61,12,29,2025-05-26 12:25:00,0,normal,['signature de malware détectée'],normal
2025-05-26 12:29:34,1,-1,0,47,,pc-fatima,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,dns,,medium,allowed,maliciousbehavior,,,,suspicious powershell activity,unknown_url,,unknown_agent,,,,C:\Windows\Temp\exploit.docm,,powershell.exe,cmd.exe,,,,no_message,,,,,0,0,61,12,29,2025-05-26 12:25:00,0,normal,[],normal
2025-05-26 12:29:46,2,-1,0,143,,,,,,192.168.1.46,22255.0,18.184.0.0,389.0,0.0.0.0,,,tcp,allow,,,,directory-auth,allow-ldap,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,2016,4369,28,12,29,2025-05-26 12:25:00,0,normal,[],normal
2025-05-26 12:29:56,3,-1,0,65,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,permission_change,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,permissions changed for user laila.badran,,no_message,,,,,0,0,61,12,29,2025-05-26 12:25:00,0,normal,['permissions changed for user laila.badran'],normal
2025-05-26 12:29:59,2,-1,0,143,,,,,,192.168.1.88,41722.0,93.184.216.34,1521.0,0.0.0.0,,,tcp,allow,,,,database,allow-oracle-db,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,4293,470,42,12,29,2025-05-26 12:25:00,0,normal,[],normal
2025-05-26 12:30:19,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,5,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,Route to 10.0.0.0/24 via 192.168.10.115 added,,routing,update,um6p,0,0,61,12,30,2025-05-26 12:30:00,0,normal,[],normal
2025-05-26 12:30:22,4,-1,0,162,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,security_question_set,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,téléchargement d’une pièce jointe confidentielle,,no_message,,,,,0,0,61,12,30,2025-05-26 12:30:00,0,normal,['téléchargement d’une pièce jointe confidentielle'],normal
2025-05-26 12:30:27,0,4660,0,56,,,um6p-desk04,,,0.0.0.0,-1.0,0.0.0.0,-1.0,192.168.3.3,,,,,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,group policy updated successfully,,no_message,,,,,0,0,61,12,30,2025-05-26 12:30:00,0,normal,['group policy updated successfully'],normal
2025-05-26 12:30:32,5,-1,0,72,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.61,,monitoring.um6p.ma,,,,,,,,,,https://monitoring.um6p.ma/grafana,post,unknown_agent,,,,none,,,,,"authentification échouée, mot de passe invalide",,no_message,,,,,0,0,61,12,30,2025-05-26 12:30:00,0,normal,"['authentification échouée, mot de passe invalide']",normal
2025-05-26 12:30:51,4,-1,0,136,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,email_rule_created,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,envoi d’email de rappel pour réunion,,no_message,,,,,0,0,61,12,30,2025-05-26 12:30:00,0,normal,['envoi d’email de rappel pour réunion'],normal
2025-05-26 12:30:56,2,-1,0,143,,,,,,192.168.1.82,22327.0,172.217.22.14,1521.0,0.0.0.0,,,tcp,allow,,,,database,allow-oracle-db,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,4126,6638,42,12,30,2025-05-26 12:30:00,0,normal,[],normal
2025-05-26 12:30:56,1,-1,0,156,,pc-mahmoud,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,dns,,high,allowed,maliciousbehavior,,,,unauthorized access attempt,unknown_url,,unknown_agent,,,,C:\Users\zahra\AppData\Local\Temp\tmp1234.tmp,,powershell.exe,cmd.exe,,,,no_message,,,,,0,0,61,12,30,2025-05-26 12:30:00,0,normal,[],normal
2025-05-26 12:31:05,5,-1,0,65,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.126,,um6p.backup.local,,,,,,,,,,http://um6p.backup.local/restore,post,unknown_agent,,,,none,,,,,connexion vpn rejetée,,no_message,,,,,0,0,61,12,31,2025-05-26 12:30:00,0,normal,['connexion vpn rejetée'],normal
2025-05-26 12:31:16,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,6,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,Console login successful for root,,sys,login,um6p,0,0,61,12,31,2025-05-26 12:30:00,0,normal,[],normal
2025-05-26 12:31:38,3,-1,0,42,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,access_granted,,,,,,,,unknown_url,,unknown_agent,grafana_dashboard,,,none,,,,,access granted to grafana_dashboard for user hamza.zaki,,no_message,,,,,0,0,61,12,31,2025-05-26 12:30:00,0,normal,['access granted to grafana_dashboard for user hamza.zaki'],normal
